RouteID,CustomerId,StopSequence,ETA,ETD
d3bfdbc5-dd3e-44f8-852a-45783e5dcfe9,21543,1,08:00:00,09:00:00
d3bfdbc5-dd3e-44f8-852a-45783e5dcfe9,21537,1,09:00:00,10:00:00
d3bfdbc5-dd3e-44f8-852a-45783e5dcfe9,21513,1,10:00:00,11:00:00
d3bfdbc5-dd3e-44f8-852a-45783e5dcfe9,21467,1,11:00:00,12:00:00
d3bfdbc5-dd3e-44f8-852a-45783e5dcfe9,21466,1,12:00:00,13:00:00
d3bfdbc5-dd3e-44f8-852a-45783e5dcfe9,21429,1,13:00:00,14:00:00
d3bfdbc5-dd3e-44f8-852a-45783e5dcfe9,21423,1,14:00:00,15:00:00
d3bfdbc5-dd3e-44f8-852a-45783e5dcfe9,21532,1,15:00:00,16:00:00
d3bfdbc5-dd3e-44f8-852a-45783e5dcfe9,21404,1,16:00:00,17:00:00
87936ac6-7077-4673-97a7-46053bb5266b,21463,1,14:56:00,15:56:00
87936ac6-7077-4673-97a7-46053bb5266b,21395,1,16:00:00,17:00:00
65e51c70-4ee0-413b-a20c-9cb831e63b12,21546,1,07:38:00,08:38:00
65e51c70-4ee0-413b-a20c-9cb831e63b12,21416,1,08:39:00,09:39:00
65e51c70-4ee0-413b-a20c-9cb831e63b12,21530,1,09:39:00,10:39:00
65e51c70-4ee0-413b-a20c-9cb831e63b12,21477,1,10:44:00,11:44:00
65e51c70-4ee0-413b-a20c-9cb831e63b12,21484,1,11:45:00,12:45:00
65e51c70-4ee0-413b-a20c-9cb831e63b12,21444,1,12:49:00,13:49:00
65e51c70-4ee0-413b-a20c-9cb831e63b12,21437,1,13:53:00,14:53:00
65e51c70-4ee0-413b-a20c-9cb831e63b12,21462,1,14:53:00,15:53:00
65e51c70-4ee0-413b-a20c-9cb831e63b12,21452,1,16:00:00,17:00:00
91d0e4a5-534e-4890-9a7e-180369ed5907,21447,1,07:01:00,08:01:00
91d0e4a5-534e-4890-9a7e-180369ed5907,21541,1,08:15:00,09:15:00
91d0e4a5-534e-4890-9a7e-180369ed5907,21522,1,09:27:00,10:27:00
91d0e4a5-534e-4890-9a7e-180369ed5907,21542,1,10:33:00,11:33:00
91d0e4a5-534e-4890-9a7e-180369ed5907,21512,1,11:33:00,12:33:00
91d0e4a5-534e-4890-9a7e-180369ed5907,21421,1,12:38:00,13:38:00
91d0e4a5-534e-4890-9a7e-180369ed5907,21487,1,13:38:00,14:38:00
91d0e4a5-534e-4890-9a7e-180369ed5907,21547,1,14:48:00,15:48:00
91d0e4a5-534e-4890-9a7e-180369ed5907,21389,1,16:00:00,17:00:00
6a1766f7-ef43-4498-a4ae-ab2804b8e1eb,21548,1,07:27:00,08:27:00
6a1766f7-ef43-4498-a4ae-ab2804b8e1eb,21474,1,08:27:00,09:27:00
6a1766f7-ef43-4498-a4ae-ab2804b8e1eb,21481,1,09:31:00,10:31:00
